id,tarifa_id,importe,importe_base,cases,multiplicador,desvio,hora_min,hora_max,hora_media,diagnostico,muestra_confiable,confirmado_manual,fecha_aparicion,tarifas_normalizadas_id
dbdac32f-a5d9-4989-805d-e3d3b33a7936,ab752084-7f34-47a9-8401-d9893bc9cbe6,3495.45,3495.45,1,1,0,12.23,12.23,12.23,CONFIRMADO,false,true,2026-01-14 12:14:19+00,dbdac32f-a5d9-4989-805d-e3d3b33a7936
f4ee3337-d418-4ab9-a6b0-de9f91559699,19eb4d80-096c-4b32-8089-aba6d9b8faa6,6291.88,6291.88,6,1,4.2985,8.32,21.92,14.17,CONFIRMADO,false,true,2026-01-14 14:33:44+00,f4ee3337-d418-4ab9-a6b0-de9f91559699
a54a11e4-317b-4817-ad3d-9468c80651bb,f7a20930-54bf-47fb-81f8-21ce403ed5bb,4194.65,4194.65,1,1,0,16,16,16,CONFIRMADO,false,true,2026-01-14 16:00:19+00,a54a11e4-317b-4817-ad3d-9468c80651bb
fa78f5b0-c5b5-419c-897f-a1d2e6817447,f354d2ac-2cf8-4cdd-88ef-299d1028f398,1629.23,1629.23,1,1,0,18.23,18.23,18.23,CONFIRMADO,false,true,2026-01-14 18:14:01+00,fa78f5b0-c5b5-419c-897f-a1d2e6817447
14d29a67-4744-4f8d-a914-35f244caceb4,a13fab0c-e6a6-477c-8c2c-b81d402b74e7,7547.5,7547.5,13,1,6.8998,0.43,23.12,15.1,CONFIRMADO,false,true,2026-01-15 00:26:05+00,14d29a67-4744-4f8d-a914-35f244caceb4
b33374d3-6f40-40c3-8667-1aac9b95c3ff,1edba25c-d931-487d-8c7b-f1cd07c2ce2f,3355.72,3355.72,1,1,0,17.78,17.78,17.78,CONFIRMADO,false,true,2026-01-15 17:47:09+00,b33374d3-6f40-40c3-8667-1aac9b95c3ff
9a3822e1-e7da-4757-8fd7-f588f0565452,338a975b-b91b-486a-882a-a91f7bcd0ea1,3495.45,3495.45,1,1,0,12.85,12.85,12.85,CONFIRMADO,false,true,2026-01-16 12:51:04+00,9a3822e1-e7da-4757-8fd7-f588f0565452
23db80e8-384d-48e0-b19a-b6fdab2029ba,963b700a-640a-4fe0-83d3-0a531946bfa8,3495.45,3495.45,1,1,0,13.03,13.03,13.03,CONFIRMADO,false,true,2026-01-16 13:02:38+00,23db80e8-384d-48e0-b19a-b6fdab2029ba
0fdcfba5-ddb3-401d-8606-29d5800c44ee,1fe9c29d-25be-4c97-8419-e0fb50af68ac,12213.18,12213.18,2,1,0.6167,11.78,13.02,12.4,CONFIRMADO,false,true,2026-01-16 14:05:33+00,0fdcfba5-ddb3-401d-8606-29d5800c44ee
b4f3fca3-f3a1-49bd-81da-7094f75faa4d,4604c384-054e-4ba5-89f1-4f6d7344718b,2516.75,2516.75,1,1,0,17.67,17.67,17.67,CONFIRMADO,false,true,2026-01-16 17:40:49+00,b4f3fca3-f3a1-49bd-81da-7094f75faa4d
e0d997ab-87b1-49f3-ac7b-fd4d06c88e49,785bf8ed-5d1f-4ee0-84a8-a6f4bdf6027d,5202.35,5202.35,4,1,4.9422,7.75,21.5,15.24,CONFIRMADO,false,true,2026-01-16 21:30:47+00,e0d997ab-87b1-49f3-ac7b-fd4d06c88e49
63b7b1b3-a614-4a9e-8ce0-2df595b46621,009c5ff0-9d44-4907-8bcb-79c66c6a088e,5202.35,5202.35,9,1,6.7554,0.6,22.08,12.02,CONFIRMADO,false,true,2026-01-17 06:00:22+00,63b7b1b3-a614-4a9e-8ce0-2df595b46621
653c4a2b-7002-4cba-a33e-23eb64a2f8b5,d2a3dc53-266a-4407-8fc3-5d51ce163f88,12213.18,12213.18,15,1,7.7608,1.13,23.83,11.41,CONFIRMADO,true,true,2026-01-17 09:54:44+00,653c4a2b-7002-4cba-a33e-23eb64a2f8b5
ca9a7135-ea4a-454b-8da2-1c59529afd9f,66581dc8-5dfa-42f8-883b-98370d8fd935,2796.36,2796.36,3,1,5.9055,4.83,19,12.76,CONFIRMADO,false,true,2026-01-17 19:15:00+00,ca9a7135-ea4a-454b-8da2-1c59529afd9f
c3d99edf-8bbe-46c7-a350-b6e9fd9b82fe,34bee852-72cd-41b0-867b-975b8c4a3ba8,1629.23,1629.23,3,1,1.4502,16.58,20.13,18.32,CONFIRMADO,false,true,2026-01-17 20:08:36+00,c3d99edf-8bbe-46c7-a350-b6e9fd9b82fe
8bf26e68-894a-46a9-b0ee-cf7e6595949e,51220f92-b8a0-420e-86b3-674790979308,5033.5,5033.5,5,1,5.5293,1.73,16.57,10.58,CONFIRMADO,false,true,2026-01-19 07:03:29+00,8bf26e68-894a-46a9-b0ee-cf7e6595949e
8c12c531-adb3-4a65-b044-f868b3278dfe,50ffad9d-a9fa-4ff9-872a-8aa7be0cc81f,838.93,838.93,2,1,0.075,7.82,7.97,7.89,CONFIRMADO,false,true,2026-01-19 07:49:23+00,8c12c531-adb3-4a65-b044-f868b3278dfe
f3aed68d-da29-4670-ba8f-3b9dd0dd32a5,862ea305-edf4-48b4-8a3c-0c2096339240,3355.72,3355.72,1,1,0,8.57,8.57,8.57,CONFIRMADO,false,true,2026-01-19 08:34:56+00,f3aed68d-da29-4670-ba8f-3b9dd0dd32a5
02d413df-dc89-43c7-9795-4a0b5414ff5a,3950ffe4-c864-4630-8949-abc3e26b1714,4194.65,4194.65,1,1,0,8.92,8.92,8.92,CONFIRMADO,false,true,2026-01-19 08:55:11+00,02d413df-dc89-43c7-9795-4a0b5414ff5a
5cb0da77-0672-479d-8949-80f4afa971ae,87ea9909-7488-4644-8c23-02041e5ad6a2,3355.72,3355.72,1,1,0,10.95,10.95,10.95,CONFIRMADO,false,true,2026-01-19 10:57:00+00,5cb0da77-0672-479d-8949-80f4afa971ae
7023975a-1bfc-43e3-b961-42ce98f44c91,b4ec8d64-34cd-438b-8ef1-42a79168ef52,3775.13,3775.13,2,1,1.9,10.07,13.87,11.97,CONFIRMADO,false,true,2026-01-19 11:52:40+00,7023975a-1bfc-43e3-b961-42ce98f44c91
4991e7b1-f178-4c15-ad90-318a15ed3c0b,7b683fd9-60f1-42db-88d4-4186ae75960f,2796.36,2796.36,1,1,0,12.27,12.27,12.27,CONFIRMADO,false,true,2026-01-19 12:16:40+00,4991e7b1-f178-4c15-ad90-318a15ed3c0b
f413127d-6d64-453d-bb51-651762acffbd,08069a73-c49e-43c2-8ae7-23c7f2049de0,5202.35,5202.35,4,1,5.5256,8.45,23.22,14.15,CONFIRMADO,false,true,2026-01-19 13:23:32+00,f413127d-6d64-453d-bb51-651762acffbd
61c2b03b-d61b-4803-95d9-940e804fed6f,e1f1992b-af93-4189-8303-d20af455ac67,838.93,838.93,2,1,0.0667,16.1,16.23,16.17,CONFIRMADO,false,true,2026-01-19 16:06:47+00,61c2b03b-d61b-4803-95d9-940e804fed6f
ffa685cd-f730-4d2d-a349-22bedcb0c4e6,453bcee9-b134-40e8-8db8-fbd07bc17bef,27856.49,27856.49,1,1,0,1.48,1.48,1.48,CONFIRMADO,false,true,2026-01-20 01:29:25+00,ffa685cd-f730-4d2d-a349-22bedcb0c4e6
35b296d0-51d4-488d-9b2e-efa3a7ecfeea,dddd281e-cfab-48af-8eec-d0a2b61f18b0,838.93,838.93,2,1,0.0917,7.93,8.12,8.03,CONFIRMADO,false,true,2026-01-20 07:56:48+00,35b296d0-51d4-488d-9b2e-efa3a7ecfeea
a4520ff4-9e24-46e9-80d8-89a6fcf476b8,621f4d8b-48b4-487b-8834-448e027b0247,2122.92,2122.92,4,1,2.6754,5.9,12.4,9,CONFIRMADO,false,true,2026-01-20 13:33:31+00,a4520ff4-9e24-46e9-80d8-89a6fcf476b8
70296752-ef5d-4535-a1fc-c0abd6d0e685,e27649d4-dc13-4359-8cae-a45ef21e02df,2765.3,2765.3,1,1,0,14.05,14.05,14.05,CONFIRMADO,false,true,2026-01-20 14:03:43+00,70296752-ef5d-4535-a1fc-c0abd6d0e685
377d3dcd-9e6d-4e9d-af30-23c4a7b3bfa9,10733806-17ff-4224-8283-b4782f542d6d,2765.3,2765.3,1,1,0,14.32,14.32,14.32,CONFIRMADO,false,true,2026-01-20 14:19:17+00,377d3dcd-9e6d-4e9d-af30-23c4a7b3bfa9
eba1bce1-baa0-4668-9560-071c548b0811,1bed6b85-d054-4989-8049-f81aa43785a6,7000,7000,2,1,1.175,15.85,18.2,17.03,CONFIRMADO,false,true,2026-01-20 15:51:42+00,eba1bce1-baa0-4668-9560-071c548b0811
55ee976c-d89c-4b05-ac62-2c7bae9bb02d,51739af4-6efa-4800-8102-b218a4e36730,6291.88,6291.88,1,1,0,22.4,22.4,22.4,CONFIRMADO,false,true,2026-01-20 18:31:16+00,55ee976c-d89c-4b05-ac62-2c7bae9bb02d
4a4d00ea-c878-4c8e-9374-e9a4e6736d95,bc0b7d52-9cc1-4773-885c-0ed5d50043a6,5100,5100,1,1,0,10.98,10.98,10.98,CONFIRMADO,false,true,2026-01-21 10:59:52+00,4a4d00ea-c878-4c8e-9374-e9a4e6736d95
75790668-df72-40e4-a6ff-7161c0a6da72,1eb060e4-00a3-4a4b-8823-98957fc488c2,5033.5,5033.5,3,1,3.7792,13.03,21.08,15.74,CONFIRMADO,false,true,2026-01-21 13:12:19+00,75790668-df72-40e4-a6ff-7161c0a6da72
0944d7ae-596f-4555-bb20-ee34d06eab0e,bc0b7d52-9cc1-4773-885c-0ed5d50043a6,5033.5,5033.5,1,1,0,15.37,15.37,15.37,CONFIRMADO,false,true,2026-01-21 15:22:57+00,0944d7ae-596f-4555-bb20-ee34d06eab0e
54e0ec8f-cdf6-4d03-94ad-7927f3488fe9,479758f5-4339-468c-82a8-5b4b62132b2c,699.09,699.09,1,1,0,15.4,15.4,15.4,CONFIRMADO,false,true,2026-01-21 15:24:35+00,54e0ec8f-cdf6-4d03-94ad-7927f3488fe9
21d8c7ae-603b-4a66-9eff-35403f1dd937,ccf9529c-9b9d-4395-8a04-a4af17988fd5,2516.75,2516.75,1,1,0,19.37,19.37,19.37,CONFIRMADO,false,true,2026-01-21 19:22:10+00,21d8c7ae-603b-4a66-9eff-35403f1dd937
c04b6663-70e4-450c-a4e2-3f8e1506870a,cd67ecc7-9f17-4ed9-81d0-4183264f9049,2516.75,2516.75,2,1,1.9667,7.95,11.88,9.92,CONFIRMADO,false,true,2026-01-21 21:34:36+00,c04b6663-70e4-450c-a4e2-3f8e1506870a
126a277c-32f5-4018-b813-6f730ff65638,258fc5fd-6efa-4715-8665-7df6eb1e48b2,4378.25,4378.25,2,1,0.1167,13.53,13.77,13.65,CONFIRMADO,false,true,2026-01-22 13:46:05+00,126a277c-32f5-4018-b813-6f730ff65638
2414556a-86e4-47c3-825b-86893b1507b7,cf3ce4df-4324-4cb5-8877-8004bcf015e5,699.09,699.09,2,1,0.025,15.38,15.43,15.41,CONFIRMADO,false,true,2026-01-22 15:23:42+00,2414556a-86e4-47c3-825b-86893b1507b7
0fea0c5c-f64c-43d6-9da6-2008a066c1bd,2b0cd95b-8f5d-4a05-8a7e-04952ec94219,2122.92,2122.92,1,1,0,6.2,6.2,6.2,CONFIRMADO,false,true,2026-01-23 06:12:24+00,0fea0c5c-f64c-43d6-9da6-2008a066c1bd
047c6b21-d4bf-479f-aeb4-2db2a21e1469,dad0423c-397b-4125-82aa-9bbbb0c0ddfc,1006.7,1006.7,3,1,3.5482,13.67,21.53,18.67,CONFIRMADO,false,true,2026-01-23 15:27:22+00,047c6b21-d4bf-479f-aeb4-2db2a21e1469
c5459b26-54f8-427e-b611-15e97453fc0e,2df384cd-ff17-472a-8941-f3ad288b3b90,699.09,699.09,1,1,0,15.98,15.98,15.98,CONFIRMADO,false,true,2026-01-23 15:59:48+00,c5459b26-54f8-427e-b611-15e97453fc0e
9e283221-0922-4e83-b965-d484f99d8694,2fe847a7-16b5-4d9e-8d62-45be56e6a6fc,21430.33,21430.33,1,1,0,12.52,12.52,12.52,CONFIRMADO,false,true,2026-01-24 12:31:07+00,9e283221-0922-4e83-b965-d484f99d8694
c9ab89bc-b317-4ec7-b3f4-50c1cc0b5067,963b700a-640a-4fe0-83d3-0a531946bfa8,838.93,838.93,3,1,2.0267,13.53,18.2,16.36,CONFIRMADO,false,true,2026-01-24 13:32:24+00,c9ab89bc-b317-4ec7-b3f4-50c1cc0b5067
a2be7c28-1b3f-4fe2-bdc8-43e5eb101944,66e1eae8-d205-4196-8e06-ad6a7bb0f2b9,1006.7,1006.7,2,1,3.8583,6.93,14.65,10.79,CONFIRMADO,false,true,2026-01-25 14:39:28+00,a2be7c28-1b3f-4fe2-bdc8-43e5eb101944
ba20b1c1-654a-43e3-8356-89f5c320263b,76b4d09d-caef-46ca-8649-08ffefb8a33c,3355.72,3355.72,1,1,0,8.63,8.63,8.63,CONFIRMADO,false,true,2026-01-26 08:38:23+00,ba20b1c1-654a-43e3-8356-89f5c320263b
ce23d3aa-401b-455e-82c0-b40f6a6572cb,134cc71f-1415-40ff-8647-a15a0ea2d002,7430.2,7430.2,1,1,0,5.95,5.95,5.95,CONFIRMADO,false,true,2026-01-27 05:57:09+00,ce23d3aa-401b-455e-82c0-b40f6a6572cb
2c4885e6-ff7e-4fe5-884e-1b7d7eb169bf,134cc71f-1415-40ff-8647-a15a0ea2d002,18044.79,18044.79,1,1,0,6.03,6.03,6.03,CONFIRMADO,false,true,2026-01-27 06:02:02+00,2c4885e6-ff7e-4fe5-884e-1b7d7eb169bf
f8b373cf-e399-447f-a616-3ac66921f118,ee5e9bf7-22cc-4c77-8faf-4cbf08edc272,838.93,838.93,1,1,0,7.92,7.92,7.92,CONFIRMADO,false,true,2026-01-27 07:55:50+00,f8b373cf-e399-447f-a616-3ac66921f118
3432e95f-ed1f-48ac-b516-f045a6ae3d63,c6c0d001-3ea3-4318-828e-778270057eb6,27191.24,27191.24,1,1,0,8.3,8.3,8.3,CONFIRMADO,false,true,2026-01-27 08:18:41+00,3432e95f-ed1f-48ac-b516-f045a6ae3d63
755a3283-73bf-41c4-992e-df00200f4289,870b6aad-5920-4b5c-8d75-44f27e9244df,2796.36,2796.36,1,1,0,12.32,12.32,12.32,CONFIRMADO,false,true,2026-01-27 12:19:29+00,755a3283-73bf-41c4-992e-df00200f4289
7a69d306-c7e7-4d5a-8a33-19b82c925c8d,9b9efb75-d97f-4d9f-800e-e4e289a7344c,699.09,699.09,1,1,0,3.63,3.63,3.63,CONFIRMADO,false,true,2026-01-28 03:38:31+00,7a69d306-c7e7-4d5a-8a33-19b82c925c8d
197b167b-9e9f-44e3-bd71-59a549434caf,0b3d4d6d-e339-4b5f-88fb-5b6c09a8c478,699.09,699.09,1,1,0,3.92,3.92,3.92,CONFIRMADO,false,true,2026-01-28 03:55:39+00,197b167b-9e9f-44e3-bd71-59a549434caf
eee8169a-3bb4-465f-a17a-50702a600b58,67c151af-2af3-4311-8ac4-cd9b48ca6094,9287.73,9287.73,1,1,0,8.45,8.45,8.45,CONFIRMADO,false,true,2026-01-28 08:27:03+00,eee8169a-3bb4-465f-a17a-50702a600b58
b55c0336-bb40-4f97-b573-16dba205514e,288ff43c-ef48-4ff0-8b81-bd10ca8275c5,4194.65,4194.65,1,1,0,10.23,10.23,10.23,CONFIRMADO,false,true,2026-01-28 10:14:37+00,b55c0336-bb40-4f97-b573-16dba205514e
0729aeeb-02b3-420a-a391-6ed535aee009,f4ab6bf6-c9b8-431f-863b-77855f81af3d,6291.88,6291.88,2,1,6.2333,7.65,20.12,13.88,CONFIRMADO,false,true,2026-01-28 20:07:37+00,0729aeeb-02b3-420a-a391-6ed535aee009
8b7ce215-56e3-43ea-9079-4e8435067efc,6927e74e-3567-4adb-8151-a6579d6e598b,838.93,838.93,1,1,0,19.1,19.1,19.1,CONFIRMADO,false,true,2026-01-29 19:06:43+00,8b7ce215-56e3-43ea-9079-4e8435067efc
2647134b-bf92-4133-b531-1e5eb82f84e3,fe72133c-3a12-4a20-89e6-a0e11bb618bd,6291.88,6291.88,6,1,4.75,8.78,20.23,15.29,CONFIRMADO,false,true,2026-01-29 19:24:28+00,2647134b-bf92-4133-b531-1e5eb82f84e3
4256a5c4-550d-430b-9770-410ddd7772b9,5786879f-ef26-4c8f-83ea-8ebbea848122,2796.36,2796.36,1,1,0,20.82,20.82,20.82,CONFIRMADO,false,true,2026-01-29 20:49:49+00,4256a5c4-550d-430b-9770-410ddd7772b9
a3e24d4a-5aa7-4f97-bc60-5d1c971363bf,8985260e-459f-4602-8c78-84816ecd8dda,6291.88,6291.88,1,1,0,22.97,22.97,22.97,CONFIRMADO,false,true,2026-01-29 22:58:37+00,a3e24d4a-5aa7-4f97-bc60-5d1c971363bf
7c5e2698-4e73-4469-af1f-59b92e5ad775,b983a4c1-c54f-4be2-8c0f-674d97d17ba0,6291.88,6291.88,6,1,5.605,1,17.92,10.34,CONFIRMADO,false,true,2026-01-30 07:06:01+00,7c5e2698-4e73-4469-af1f-59b92e5ad775
ba8530c7-de3b-4f73-aeb2-e9c9d5219b9d,55fed0d0-8f26-4b2f-8a24-245eac1e8821,3495.45,3495.45,1,1,0,12.1,12.1,12.1,CONFIRMADO,false,true,2026-01-30 12:06:49+00,ba8530c7-de3b-4f73-aeb2-e9c9d5219b9d
96f1b288-bc77-498e-aec9-0abc33c4c992,38f9c081-535a-4078-8854-df25d6f242f9,1398.18,1398.18,1,1,0,15.55,15.55,15.55,CONFIRMADO,false,true,2026-01-30 15:33:34+00,96f1b288-bc77-498e-aec9-0abc33c4c992
a67e6eeb-2220-4ed9-b388-bc85d213f659,d9fb1a32-24fb-425a-8d95-5c6497b15791,1398.18,1398.18,1,1,0,15.63,15.63,15.63,CONFIRMADO,false,true,2026-01-30 15:38:41+00,a67e6eeb-2220-4ed9-b388-bc85d213f659
bcbf9e42-c1b2-4084-8883-d43366f147cb,dd1a8003-7e1d-4439-8103-a42e30e6bea8,1398.18,1398.18,1,1,0,15.97,15.97,15.97,CONFIRMADO,false,true,2026-01-30 15:58:59+00,bcbf9e42-c1b2-4084-8883-d43366f147cb
3373977a-b58c-46c2-859d-5f8c41ebd2b1,a4f556f0-90c8-461c-84e0-b2c353b0b44a,3355.72,3355.72,1,1,0,18.6,18.6,18.6,CONFIRMADO,false,true,2026-01-30 18:36:46+00,3373977a-b58c-46c2-859d-5f8c41ebd2b1
dee7e0a4-342c-46c4-916f-686a84e06782,2fb8ff02-fb79-45d1-8044-f926e42653e5,5071.53,5071.53,29,1,6.9311,0.17,23.48,11.68,CONFIRMADO,true,true,2026-02-01 01:58:43+00,dee7e0a4-342c-46c4-916f-686a84e06782
b478e475-da3f-424b-a010-88c1ca7c9103,90724f8a-9439-4d36-8715-5499bd622d71,8336.02,8336.02,42,1,6.6218,0.22,23.37,12.47,CONFIRMADO,true,true,2026-02-01 02:05:41+00,b478e475-da3f-424b-a010-88c1ca7c9103
91cde080-b056-4104-9605-8aac02106a33,ea2df027-ea87-491d-8c2f-81621fc17280,2898.03,2898.03,1,1,0,7.25,7.25,7.25,CONFIRMADO,false,true,2026-02-01 07:15:49+00,91cde080-b056-4104-9605-8aac02106a33
911850f0-3560-4a32-bcc3-ecfa3273ecb8,08be883c-8956-4ce5-8d0e-e4bbd77a1983,6412.25,6412.25,1,1,0,7.45,7.45,7.45,CONFIRMADO,false,true,2026-02-01 07:27:43+00,911850f0-3560-4a32-bcc3-ecfa3273ecb8
51b853b7-20f3-4800-be41-f8732f459fff,2b26ce38-8809-48c1-897c-df26d1b0b7fe,1207.39,1207.39,4,1,2.6398,12.3,19.15,14.7,CONFIRMADO,false,true,2026-02-01 07:34:36+00,51b853b7-20f3-4800-be41-f8732f459fff
aba1846e-b9b3-4515-bf6f-0d86e8a145b6,67d28964-78f9-4afa-827f-9164032f330f,28496.41,28496.41,7,1,3.6107,9.82,19.37,15.69,CONFIRMADO,false,true,2026-02-01 11:18:10+00,aba1846e-b9b3-4515-bf6f-0d86e8a145b6
c96badec-91e9-4489-90e7-edd03bfa339f,666ebbff-ac93-4995-8f7a-9e72e4477d90,12799.42,12799.42,20,1,6.5272,0.17,22.3,13.3,CONFIRMADO,true,true,2026-02-01 13:27:52+00,c96badec-91e9-4489-90e7-edd03bfa339f
12a25b36-5f2c-41da-936c-c37622def746,78b83c9f-1966-43b0-8dc7-60cd00134011,14248.27,14248.27,8,1,4.5715,7,19.25,14.6,CONFIRMADO,false,true,2026-02-01 13:47:15+00,12a25b36-5f2c-41da-936c-c37622def746
eb52bed1-a451-4a23-8a27-11815b0b953d,52d7cf98-737d-4b46-8320-6a88ba9f478b,8336.02,8336.02,21,1,7.4636,0,22.98,12.78,CONFIRMADO,true,true,2026-02-01 14:42:09+00,eb52bed1-a451-4a23-8a27-11815b0b953d
33de65e6-e638-4348-9007-068e1882697e,1ef67d78-4c96-46f7-87c1-c39dddf498d2,12799.42,12799.42,4,1,7.3255,6.15,23.82,15.87,CONFIRMADO,false,true,2026-02-01 14:53:37+00,33de65e6-e638-4348-9007-068e1882697e
c86b9a58-7901-49df-89ce-243b296ce061,99f85bd1-6da6-430e-8ad8-7258257a6a87,5071.53,5071.53,15,1,8.2386,0.83,23.88,13.26,CONFIRMADO,true,true,2026-02-01 22:37:42+00,c86b9a58-7901-49df-89ce-243b296ce061
a91ae04d-58e3-43f6-a896-a6c4fca92074,0ae346f6-140b-47d6-8ef8-ecd9771eef0c,12799.42,12799.42,8,1,5.3501,3.85,21.63,10.5,CONFIRMADO,false,true,2026-02-01 22:54:28+00,a91ae04d-58e3-43f6-a896-a6c4fca92074
6e6715cd-8279-4b01-8908-cdb3bf9cb75b,e2261f49-1cce-46df-8aa9-f4469f3f3c2d,5071.53,5071.53,1,1,0,11.4,11.4,11.4,CONFIRMADO,false,true,2026-02-02 06:45:12+00,6e6715cd-8279-4b01-8908-cdb3bf9cb75b
9f522a42-6261-4824-a756-52b08fd1087f,9f0e4786-37fe-4ea9-80a1-ad20438ed0f4,8336.02,8336.02,3,1,3.1064,10.6,17.6,13.24,CONFIRMADO,false,true,2026-02-02 06:52:11+00,9f522a42-6261-4824-a756-52b08fd1087f
79799ae0-8351-4ede-92d7-751feb5b2cad,aeef01ba-08d7-4e0b-8173-bb7d837af30e,28496.41,28496.41,2,1,4.1167,10.57,18.8,14.68,CONFIRMADO,false,true,2026-02-02 07:04:17+00,79799ae0-8351-4ede-92d7-751feb5b2cad
dfdb0977-cda5-463b-b1f7-bec070fb9f62,2ed8392c-0467-4aea-8d82-b9ea8c0ba425,3355.72,3355.72,1,1,0,8.8,8.8,8.8,CONFIRMADO,false,true,2026-02-02 08:48:47+00,dfdb0977-cda5-463b-b1f7-bec070fb9f62
db47b830-6ff1-4a0d-b006-de29da7a5d4f,224b5822-995f-4a04-82da-57db957a90eb,12799.42,12799.42,8,1,3.2927,5.68,15.58,11.15,CONFIRMADO,false,true,2026-02-02 12:15:51+00,db47b830-6ff1-4a0d-b006-de29da7a5d4f
9cb808b7-3581-4b99-b0a2-7a497f1dedd7,b9dce414-426c-430f-8454-3253545a8243,2796.36,2796.36,1,1,0,14.35,14.35,14.35,CONFIRMADO,false,true,2026-02-02 14:21:45+00,9cb808b7-3581-4b99-b0a2-7a497f1dedd7
ccd15171-a031-48d6-90dc-741716e1dd4e,1fe9c29d-25be-4c97-8419-e0fb50af68ac,12799.42,12799.42,1,1,0,15.95,15.95,15.95,CONFIRMADO,false,true,2026-02-02 15:31:49+00,ccd15171-a031-48d6-90dc-741716e1dd4e
d1d914e1-054c-4745-a18f-5cf76e100ce4,ac8d9068-ebe7-4efb-8b7d-bb62b7c8933f,28496.41,28496.41,2,1,0.5,18.97,19.97,19.47,CONFIRMADO,false,true,2026-02-02 18:02:21+00,d1d914e1-054c-4745-a18f-5cf76e100ce4
4e69717f-946a-401e-9631-8a11a87c0e20,173fb795-0625-4ead-825a-0ecf427fce83,14248.27,14248.27,6,1,3.4387,10.78,19.1,15.49,CONFIRMADO,false,true,2026-02-02 18:11:15+00,4e69717f-946a-401e-9631-8a11a87c0e20
9f9b2084-b914-4973-b1e2-33f69bfb7292,e829722d-5af3-4667-8526-6b38045a2a40,28496.41,28496.41,1,1,0,10.87,10.87,10.87,CONFIRMADO,false,true,2026-02-02 18:30:25+00,9f9b2084-b914-4973-b1e2-33f69bfb7292
1133630c-f154-4867-9178-3358630ca0f3,d2a3dc53-266a-4407-8fc3-5d51ce163f88,12799.42,12799.42,1,1,0,20.23,20.23,20.23,CONFIRMADO,false,true,2026-02-02 20:07:42+00,1133630c-f154-4867-9178-3358630ca0f3
2022b530-89af-407f-b2fa-5106c26a2af8,f3d07caf-e8b6-41a0-89e1-3ce3ac27f076,12799.42,12799.42,3,1,1.4326,11.45,14.78,12.8,CONFIRMADO,false,true,2026-02-03 05:47:50+00,2022b530-89af-407f-b2fa-5106c26a2af8
1b7f2c11-94bc-47b3-ae82-40801e433627,0254b2b1-d5f5-4fc6-80a1-2e8f4b7e3d23,28496.41,28496.41,2,1,0.0917,17.13,17.32,17.23,CONFIRMADO,false,true,2026-02-03 07:36:18+00,1b7f2c11-94bc-47b3-ae82-40801e433627
8ba4c170-4ea7-4ab2-9aab-ff8a2e74b85c,ea157c64-5ba0-4064-877d-66acefc6c319,1677.86,1677.86,2,1,1.0917,7.97,10.15,9.06,CONFIRMADO,false,true,2026-02-03 10:06:31+00,8ba4c170-4ea7-4ab2-9aab-ff8a2e74b85c
651392f9-c87e-49cf-b2a8-edcb78d14c74,bb636761-6720-4f91-86de-12b8314b6822,5100,5100,1,1,0,11.43,11.43,11.43,CONFIRMADO,false,true,2026-02-03 11:26:49+00,651392f9-c87e-49cf-b2a8-edcb78d14c74
e094d5c7-4564-4d57-9d6a-6162dbb002c9,ee03f98f-6366-475a-8753-ced47a75c650,4588.4,4588.4,2,1,0.675,14.52,15.87,15.19,CONFIRMADO,false,true,2026-02-03 14:31:02+00,e094d5c7-4564-4d57-9d6a-6162dbb002c9
8201f973-73d1-4107-a82f-6f0d88740fed,15e9e045-e449-4cfc-8ff5-ac15ae4049d3,1398.18,1398.18,1,1,0,14.57,14.57,14.57,CONFIRMADO,false,true,2026-02-03 14:34:50+00,8201f973-73d1-4107-a82f-6f0d88740fed
9d4f5800-f875-4dca-b453-dab0be29d2ca,7a2ca0b5-9629-419e-8713-8191060ab6e6,2796.36,2796.36,1,1,0,14.65,14.65,14.65,CONFIRMADO,false,true,2026-02-03 14:39:10+00,9d4f5800-f875-4dca-b453-dab0be29d2ca
8cdfcf93-adec-48a7-bd84-0cc21f78c4f9,87ea9909-7488-4644-8c23-02041e5ad6a2,3495.45,3495.45,1,1,0,15.23,15.23,15.23,CONFIRMADO,false,true,2026-02-03 15:14:57+00,8cdfcf93-adec-48a7-bd84-0cc21f78c4f9
02ede6b1-c988-4370-b8be-28a988bef18e,8a957d70-c5f9-46c7-8d94-7625e2d9c269,2796.36,2796.36,1,1,0,15.72,15.72,15.72,CONFIRMADO,false,true,2026-02-03 15:43:06+00,02ede6b1-c988-4370-b8be-28a988bef18e
4e51eeeb-1bc3-45bd-8e1f-51b6e3567e57,fcbdde72-2611-403e-8a43-8db4bf464177,4194.65,4194.65,2,1,0.2417,17.85,18.33,18.09,CONFIRMADO,false,true,2026-02-03 17:51:10+00,4e51eeeb-1bc3-45bd-8e1f-51b6e3567e57
aefeeff2-5a84-4118-ae27-8a300692240b,b479ee3d-7816-4dd5-86cd-cf46382013dc,12799.42,12799.42,7,1,8.0877,0.22,20.78,12.28,CONFIRMADO,false,true,2026-02-04 02:49:53+00,aefeeff2-5a84-4118-ae27-8a300692240b
be59828e-ff38-4ae8-a35f-93c148ceb0aa,d14de0fb-20f8-4cc8-87dc-84a2a1784b57,14248.27,14248.27,2,1,3.4917,10.72,17.7,14.21,CONFIRMADO,false,true,2026-02-04 07:57:54+00,be59828e-ff38-4ae8-a35f-93c148ceb0aa
